,Default,Limit,Sex,Education,Marriage,Age,Debt1,Debt2,Debt3,Debt4,Debt5
15008,1,30000,Male,High_School,Married,43,22292,22818,20846,21207,21845
15009,0,50000,Male,University,Single,42,17072,16756,47926,46853,47924
15010,0,370000,Male,University,Single,33,80380,78772,76517,72923,70506
15011,0,50000,Male,University,Married,34,26799,27086,45778,45492,47420
15012,0,130000,Male,University,Single,35,7798,8141,5717,0,0
15013,0,20000,Male,University,Single,40,16420,15432,15695,16253,16803
15014,0,410000,Male,University,Single,39,252570,256891,244957,308077,314323
15015,0,50000,Male,Graduate,Married,47,51295,51571,50893,48893,46893
15016,0,30000,Male,Graduate,Single,42,29148,28928,30277,27780,30406
15017,0,20000,Male,University,Married,44,11242,10826,8693,8264,6620
15018,0,50000,Male,Graduate,Married,41,43516,37357,38006,34931,33503
15019,0,360000,Male,Graduate,Married,36,-3,-3,-23,-3,-3
15020,0,70000,Male,University,Single,45,11525,11865,11758,9251,9423
15021,0,160000,Male,High_School,Single,38,47597,46921,44921,42921,44544
15022,0,20000,Male,University,Single,38,18813,19051,18798,18542,17751
15023,0,110000,Male,University,Married,39,29467,33819,31533,37352,45464
15024,0,50000,Male,University,Married,45,17248,18874,17896,15256,15843
15025,0,80000,Male,University,Married,32,26995,27507,27009,69623,72783
15026,0,150000,Male,Graduate,Married,31,0,0,0,0,0
15027,0,290000,Male,University,Single,42,51000,59000,58000,62000,67984
15028,0,340000,Male,High_School,Married,48,50209,51990,61730,3943,3799
15029,0,110000,Male,High_School,Married,43,54257,52971,76412,103831,101504
15030,1,150000,Male,Graduate,Married,46,38250,38650,62922,145228,145165
15031,0,280000,Male,University,Married,38,-9,-9,-17,-5,-4
15032,1,20000,Male,University,Married,46,1170,780,11180,11834,7709
15033,1,180000,Male,University,Married,36,118451,115528,114000,112426,110764
15034,1,50000,Male,Graduate,Single,39,16959,16299,49483,37694,32730
15035,1,200000,Male,Graduate,Married,38,0,0,0,0,0
15036,0,280000,Male,University,Single,35,-25,-2,-2,-84,-7
15037,0,100000,Male,Graduate,Married,35,75973,77373,76244,71115,64277
15038,0,50000,Male,University,Single,33,2333,5294,4813,5347,5418
15039,0,210000,Male,Graduate,Married,38,-24,302,328,-930,78768
15040,0,280000,Male,University,Married,33,-1353,-1353,22472,21970,20970
15041,0,350000,Male,Graduate,Married,39,0,0,0,-5339,2184
15042,0,230000,Male,High_School,Single,39,396,0,1156,0,0
15043,0,100000,Male,Graduate,Single,40,23696,94518,91440,91270,94964
15044,0,390000,Male,Graduate,Married,35,46372,44408,42526,23996,23804
15045,0,210000,Male,University,Married,40,0,0,0,0,0
15046,0,50000,Male,High_School,Single,47,26922,26766,26156,27546,26936
15047,0,50000,Male,High_School,Married,44,18218,17854,16854,15854,14854
15048,0,340000,Male,Graduate,Married,42,-38,3617,-5003,-2957,-530
15049,0,300000,Male,University,Single,38,-445,5055,3355,1523,-1509
15050,0,150000,Male,High_School,Married,37,0,-9,0,-708,-8
15051,0,200000,Male,Graduate,Others,45,79119,77441,75892,74316,72830
15052,1,350000,Male,Graduate,Single,34,2217,8409,2982,173154,322476
15053,0,20000,Male,University,Single,34,18033,17318,16403,15391,14350
15054,1,470000,Male,University,Married,35,177608,176417,173074,169566,165832
15055,1,200000,Male,Graduate,Married,39,147354,138694,135905,133125,130386
15056,0,20000,Male,High_School,Single,40,10227,9395,8357,8505,8790
15057,0,230000,Male,Graduate,Married,37,0,0,0,0,0
15058,1,200000,Male,University,Single,33,48636,44407,63134,71667,150392
15059,0,70000,Male,High_School,Married,34,58031,55986,54442,63564,61688
15060,1,20000,Male,High_School,Married,38,0,0,0,18900,18290
15061,0,10000,Male,University,Single,34,9436,9584,8804,7227,6192
15062,1,100000,Male,High_School,Single,35,71395,69905,68880,67538,65937
15063,0,130000,Male,High_School,Married,39,-6,-2,-2,-3,-6
15064,0,240000,Male,Graduate,Married,46,-4721,-62,-81,0,-4
15065,0,590000,Male,Graduate,Single,33,-78,15477,51065,-180,29998
15066,0,420000,Male,Graduate,Single,39,332971,326552,331875,352678,376534
15067,0,360000,Male,University,Married,34,0,0,-22,0,0
15068,0,280000,Male,Graduate,Married,35,152899,127476,119464,142507,46368
15069,0,400000,Male,Graduate,Married,35,0,0,-1548,0,0
15070,0,10000,Male,University,Married,35,9800,9525,8525,7430,5717
15071,1,110000,Male,University,Married,35,44972,46633,103893,104006,108073
15072,0,220000,Male,Graduate,Single,47,-1,-1,-25,-1,313
15073,0,130000,Male,University,Married,46,99615,96299,92939,89519,85999
15074,0,50000,Male,University,Single,33,17837,18508,17898,32604,38771
15075,0,520000,Male,Graduate,Single,34,149296,157163,164926,171530,179352
15076,1,30000,Male,University,Single,47,18000,16640,15428,14693,15237
15077,0,50000,Male,Others,Married,45,848,-52,-52,33948,32770
15078,0,260000,Male,University,Married,32,19806,-119,-294,-172,185
15079,0,210000,Male,University,Married,44,-104,-104,-192,0,0
15080,0,500000,Male,Graduate,Single,38,298009,409957,112103,0,0
15081,0,120000,Male,Graduate,Married,33,105655,112945,112085,109797,116113
15082,0,110000,Male,University,Single,32,77365,83794,92515,90665,88852
15083,0,420000,Male,Graduate,Single,32,-86,-38,-60,-37,-44
15084,1,80000,Male,High_School,Married,41,0,11071,57471,57311,74574
15085,0,300000,Male,University,Married,41,10154,0,13952,13691,27266
15086,1,260000,Male,Graduate,Single,35,155683,144308,141422,145333,135724
15087,0,500000,Male,Graduate,Married,42,0,0,0,0,0
15088,0,20000,Male,University,Married,37,4448,4359,3359,2359,18555
15089,0,160000,Male,Graduate,Single,36,95443,93654,123304,140876,152796
15090,0,290000,Male,Graduate,Single,34,0,0,0,0,0
15091,0,360000,Male,Graduate,Married,32,129864,130708,126368,122518,118530
15092,0,200000,Male,Others,Married,35,8736,11582,-16,0,0
15093,0,180000,Male,Graduate,Single,41,0,237,3111,46963,60656
15094,1,100000,Male,Graduate,Single,35,40113,-771,-571,1429,1644
15095,1,500000,Male,Graduate,Others,38,0,0,0,0,0
15096,0,50000,Male,University,Married,38,7222,5717,5107,14394,13300
15097,0,290000,Male,Graduate,Single,36,54564,100572,122952,203753,211699
15098,0,270000,Male,Graduate,Single,32,0,0,0,0,0
15099,0,250000,Male,Graduate,Single,33,-29,-29,-29,-29,-112
15100,1,80000,Male,High_School,Married,45,31850,58152,66784,62430,129587
15101,0,360000,Male,Graduate,Married,35,-6,-3,-28,-11,-3
15102,0,50000,Male,Graduate,Single,40,28000,26958,26750,25713,24941
15103,0,420000,Male,Graduate,Single,35,110582,118344,131292,143406,148177
15104,0,180000,Male,Graduate,Married,39,-1005,96295,97063,270713,254731
15105,0,180000,Male,Graduate,Single,36,0,0,0,0,0
15106,0,220000,Male,Graduate,Married,45,0,0,0,0,-4
15107,0,210000,Male,Others,Single,45,0,-66,0,0,0
15108,0,180000,Male,University,Married,47,64915,63617,95594,93638,91470
15109,0,210000,Male,University,Married,44,86240,94240,201635,207303,220847
15110,0,20000,Male,University,Married,50,0,780,780,16930,17217
15111,1,50000,Male,University,Married,50,22978,20856,21215,18856,19170
15112,0,250000,Male,High_School,Married,51,-18,-18,-18,-18,-36
15113,0,50000,Male,Graduate,Single,51,0,0,0,0,0
15114,0,50000,Male,University,Married,56,18449,18080,47080,46080,45080
15115,1,50000,Male,High_School,Married,51,18824,18448,17448,34448,43278
15116,0,50000,Male,Graduate,Others,51,13495,15567,29734,47621,47401
15117,0,50000,Male,Graduate,Married,48,38294,39698,49162,48882,45942
15118,0,370000,Male,University,Married,55,299260,299855,352554,357002,354008
15119,1,20000,Male,High_School,Married,56,11556,11748,10241,9830,9143
15120,0,300000,Male,High_School,Married,61,118811,113238,277011,271817,265772
15121,0,50000,Male,University,Married,53,18384,18016,44881,47006,46006
15122,0,200000,Male,Graduate,Married,52,0,0,0,0,0
15123,1,180000,Male,University,Married,53,0,0,0,0,0
15124,0,490000,Male,University,Married,50,213541,207883,205628,200880,195873
15125,0,330000,Male,Graduate,Single,65,139615,153287,165901,178263,3441
15126,1,160000,Male,University,Married,50,47770,46552,144119,142853,138935
15127,0,80000,Male,University,Single,48,45208,46350,45663,70385,71158
15128,0,30000,Male,High_School,Single,52,9090,14296,13413,15300,16598
15129,0,150000,Male,University,Single,52,129515,126968,-6473,-137783,-2796
15130,0,50000,Male,Graduate,Single,50,18724,18732,18122,17512,17679
15131,0,50000,Male,University,Married,52,47755,47026,45566,46706,42244
15132,0,200000,Male,High_School,Married,50,0,0,0,0,0
15133,0,240000,Male,University,Married,54,194403,197708,243559,15258,14135
15134,0,50000,Male,University,Single,51,14291,14005,13005,42005,41005
15135,0,150000,Male,Graduate,Single,53,0,0,0,102000,98662
15136,0,190000,Male,University,Married,58,112034,109794,136412,133078,135184
15137,0,450000,Male,University,Married,66,-22703,-20762,-9415,-1358,-81
15138,1,30000,Male,High_School,Married,55,2395,2395,2395,2395,2395
15139,1,410000,Male,University,Married,63,232445,298568,355015,395208,410775
15140,1,50000,Male,High_School,Married,55,19114,11342,49915,45793,48940
15141,0,240000,Male,University,Single,57,59357,61309,-1888,-249,0
15142,0,20000,Female,High_School,Single,26,0,14574,17959,17413,17193
15143,0,290000,Female,Graduate,Single,42,0,0,-13,0,0
15144,0,330000,Female,Graduate,Single,28,19251,24632,26217,26743,31705
15145,0,170000,Female,University,Single,23,97333,95327,136931,134339,135867
15146,1,70000,Female,Graduate,Single,23,47548,47860,68267,66808,70828
15147,0,120000,Female,Graduate,Single,24,14258,10498,0,-9,-1168
15148,1,250000,Male,Graduate,Married,53,0,0,0,0,0
15149,0,290000,Female,High_School,Single,29,276510,275291,273401,272202,269377
15150,0,20000,Female,University,Single,26,-25012,2638,16732,19648,21025
15151,1,80000,Female,Graduate,Single,23,49890,47148,63946,78222,73596
15152,0,30000,Female,University,Single,22,26714,26178,24897,25826,26600
15153,1,50000,Female,University,Single,23,4414,0,0,0,3388
15154,1,30000,Female,University,Single,21,0,0,24760,23525,22690
15155,1,200000,Female,University,Single,22,150036,142240,130115,127962,191621
15156,0,70000,Female,University,Single,23,35469,34746,33738,32708,31708
15157,0,50000,Female,University,Married,26,47956,48937,47776,48683,47596
15158,0,30000,Female,University,Single,22,4566,-263,20054,17054,14363
15159,0,70000,Female,University,Single,22,28121,27566,65052,67422,63136
15160,1,80000,Female,University,Single,22,46745,46043,70439,95754,72126
15161,0,50000,Female,University,Single,25,24829,25776,26234,26681,29057
15162,0,300000,Female,University,Single,26,48646,47661,0,4893,17774
15163,0,30000,Female,University,Single,22,24165,23715,23817,2959,1959
15164,0,50000,Female,University,Single,30,28431,28127,40382,47245,47269
15165,0,50000,Female,High_School,Married,31,10614,42401,42977,42317,41706
15166,0,80000,Female,University,Single,22,-4,2939,598,-13,0
15167,0,50000,Female,University,Single,23,13322,12000,17883,21703,38160
15168,0,50000,Female,University,Married,23,28709,28517,47907,47843,47843
15169,1,40000,Female,University,Single,23,12360,11223,9420,8895,7870
15170,0,160000,Female,University,Single,23,0,0,4163,13983,15195
15171,0,60000,Female,Graduate,Single,23,7058,4034,3516,15319,21486
15172,1,30000,Female,University,Single,23,27492,28234,29305,26834,26134
15173,0,30000,Female,Graduate,Single,23,18757,16203,14798,15364,12704
15174,0,30000,Female,University,Single,23,29373,29947,30172,30433,31955
15175,0,90000,Female,Graduate,Single,23,4155,12218,4644,0,0
15176,0,100000,Female,University,Single,24,73507,72360,73544,75703,80939
15177,0,50000,Female,Graduate,Single,23,11928,11252,10252,9252,8252
15178,0,90000,Female,University,Single,25,0,0,27800,28800,27800
15179,1,90000,Female,University,Single,28,69397,65512,64127,62844,63869
15180,1,50000,Female,University,Single,23,26310,27056,33543,43445,44520
15181,0,80000,Female,University,Married,25,46207,46286,45011,43937,74360
15182,0,60000,Female,University,Single,25,9912,9126,8126,7126,6126
15183,0,80000,Female,University,Single,25,9577,12748,9768,7190,4327
15184,0,20000,Female,University,Single,25,18324,17766,16299,16580,14299
15185,0,30000,Female,Graduate,Single,25,6267,8140,1828,4469,7255
15186,0,80000,Female,University,Single,24,0,3810,17825,18407,53113
15187,0,160000,Female,University,Single,24,0,0,316,0,316
15188,0,460000,Female,Graduate,Married,34,20452,21546,14465,12418,10911
15189,1,90000,Female,University,Single,24,64248,62300,60362,72308,75892
15190,0,30000,Female,University,Single,24,300,300,300,300,300
15191,0,220000,Female,University,Single,28,209479,208626,205918,206159,210885
15192,0,70000,Female,High_School,Single,22,4935,4022,16148,37426,46938
15193,1,110000,Female,University,Single,24,109678,109035,108299,106361,104104
15194,0,50000,Female,University,Married,25,46218,-1683,-1737,-2427,10000
15195,0,120000,Female,Graduate,Single,26,0,0,0,0,0
15196,0,150000,Female,University,Single,26,97679,102423,112006,114285,114586
15197,0,140000,Female,University,Single,26,49521,62453,98065,111056,104908
15198,0,120000,Female,Graduate,Single,26,67061,70154,84976,71442,97815
15199,0,40000,Female,University,Single,26,-803,0,29258,33964,35528
15200,1,90000,Female,University,Single,30,74108,71594,71736,70630,72082
15201,1,50000,Female,University,Single,23,24867,24283,23783,21282,21957
15202,0,130000,Female,University,Single,26,72800,0,740,0,-14
15203,0,180000,Female,Graduate,Single,26,0,0,0,0,0
15204,0,220000,Female,Graduate,Single,26,0,0,-511,0,2897
15205,0,160000,Female,University,Married,29,2984,3148,3759,4624,1073
15206,0,70000,Female,High_School,Single,29,24218,24502,24726,22500,0
15207,1,60000,Female,Graduate,Single,27,8824,7971,8113,6896,4169
15208,0,140000,Female,University,Single,27,58208,56975,60544,70123,75342
15209,0,70000,Female,University,Married,27,48822,47145,68186,69516,64983
15210,0,320000,Female,University,Single,28,-7,-3253,0,0,0
15211,0,60000,Female,Graduate,Single,28,4355,4055,4254,4719,7260
15212,1,360000,Female,Graduate,Single,27,0,0,0,0,0
15213,0,500000,Female,Graduate,Single,27,-6441,-4959,-4734,-217,849
15214,0,200000,Female,Graduate,Single,28,1099,0,0,0,0
15215,0,160000,Female,University,Single,28,3668,2220,1975,0,-2
15216,0,80000,Female,University,Single,44,0,0,0,0,0
15217,0,20000,Female,University,Single,39,15309,14026,14524,16186,18356
15218,0,110000,Female,High_School,Single,41,64402,63082,86061,95164,97804
15219,0,30000,Female,University,Married,38,0,48314,0,0,0
15220,0,140000,Female,University,Married,31,0,0,0,-53,-53
15221,0,150000,Female,University,Married,32,0,7954,9177,13919,13241
15222,0,140000,Female,University,Single,33,62464,61215,57855,54465,53376
15223,1,460000,Female,University,Single,35,378779,382790,436270,432437,433790
15224,0,60000,Female,University,Single,28,55796,55304,54766,54533,54900
15225,1,90000,Female,High_School,Married,40,86729,84961,87282,82309,77066
15226,1,130000,Female,Others,Married,44,113635,111499,115029,107216,109131
15227,0,300000,Female,University,Single,28,12407,10570,11363,33851,24242
15228,0,130000,Female,University,Married,29,91551,86136,87577,85795,83063
15229,0,160000,Female,University,Married,29,-67,0,-110,-6,-31
15230,0,20000,Female,University,Single,36,16375,15290,14050,12996,12018
15231,1,20000,Female,High_School,Married,42,-1000,19193,18193,18592,16193
15232,0,210000,Female,Graduate,Single,34,0,0,-3,-3,-2
15233,0,100000,Female,University,Married,38,62903,62873,84528,89080,88238
15234,1,120000,Female,Graduate,Married,43,5992,28732,28064,25999,23751
15235,0,60000,Female,High_School,Married,41,52519,52563,52862,53326,53780
15236,1,30000,Female,University,Single,26,17448,17448,22335,25404,26208
15237,0,290000,Female,Graduate,Married,30,31129,32244,34907,47410,50080
15238,0,260000,Female,University,Single,34,31751,33122,32908,35700,36115
15239,0,130000,Female,High_School,Married,34,97571,117529,124783,129713,121265
15240,0,180000,Female,University,Married,42,0,0,0,0,0
15241,0,80000,Female,University,Married,36,31324,36700,47989,56500,64000
15242,0,70000,Female,University,Married,38,35518,34808,33808,32808,35758
15243,0,290000,Female,University,Single,34,33484,35454,36441,38597,39773
15244,0,80000,Female,University,Married,37,33503,32684,32231,29071,27869
15245,0,300000,Female,University,Married,27,0,0,0,-313,0
15246,0,200000,Female,Graduate,Married,28,158191,154950,151089,147970,144913
15247,0,30000,Female,Graduate,Single,29,14735,14979,13026,12026,10000
15248,0,240000,Female,Graduate,Single,35,90000,88200,86436,84707,83013
15249,0,500000,Female,Graduate,Married,35,11552,13802,0,0,0
15250,0,30000,Female,University,Married,45,13559,13288,12288,29561,28561
15251,0,180000,Female,Graduate,Single,28,6783,3643,4691,3565,2054
15252,1,180000,Female,University,Married,31,-187,0,0,0,0
15253,0,180000,Female,Graduate,Single,37,33235,28928,16931,41667,33623
15254,0,260000,Female,University,Single,26,160655,178176,197425,212326,212556
15255,0,80000,Female,University,Single,33,0,1042,-958,-789,-789
15256,0,400000,Female,University,Single,38,45193,0,0,0,0
15257,0,360000,Female,High_School,Single,27,-8,-8,-2,-4,0
15258,0,130000,Female,Graduate,Single,29,0,0,0,0,0
15259,0,50000,Female,University,Single,35,18072,23092,32788,43434,47988
15260,0,290000,Female,University,Single,29,29124,31004,28404,27312,15310
15261,0,360000,Female,Graduate,Married,38,1750,0,-26,-5,-5
15262,0,240000,Female,University,Single,29,189364,188320,233318,228728,234044
15263,0,80000,Female,High_School,Married,41,54985,53868,52764,61465,74697
15264,1,230000,Female,University,Single,32,0,0,-46,-46,-46
15265,0,230000,Female,Graduate,Married,39,136874,140270,133168,204229,178032
15266,0,330000,Female,University,Married,37,5298,6640,0,-244,-11
15267,0,30000,Female,University,Married,34,24426,23896,22803,23502,21725
15268,0,120000,Female,University,Married,33,56917,52873,49401,45865,41640
15269,0,60000,Female,Others,Married,30,0,0,-5,-5,-5
15270,1,230000,Female,University,Married,42,0,0,0,0,0
15271,0,330000,Female,University,Married,43,0,0,0,-5895,-58
15272,0,380000,Female,University,Married,44,0,12500,0,0,0
15273,0,150000,Female,Graduate,Single,27,0,3685,0,0,0
15274,1,170000,Female,High_School,Single,29,119802,117827,115825,114750,113285
15275,0,200000,Female,University,Married,30,0,0,0,0,497
15276,0,200000,Female,University,Married,31,7043,10495,22014,25191,24191
15277,0,260000,Female,University,Married,32,80818,79150,77488,98869,96859
15278,0,430000,Female,University,Married,47,0,0,0,-48,0
15279,1,20000,Female,University,Married,46,14200,13430,12656,11269,10456
15280,0,200000,Female,University,Married,30,83674,80093,77969,75901,73854
15281,0,290000,Female,Graduate,Single,31,-20000,-789,-4323,-32,0
15282,0,240000,Female,Graduate,Single,28,193159,189624,185323,181971,182478
15283,0,290000,Female,Graduate,Married,34,0,0,-2,-27,0
15284,0,490000,Female,Graduate,Single,41,62720,61192,97170,236656,245009
15285,0,230000,Female,Graduate,Married,39,-1,-1,-3,-4,-8
15286,0,290000,Female,University,Single,26,44026,57842,56865,53835,57206
15287,0,20000,Female,High_School,Single,28,0,-198,5150,3460,5155
15288,0,300000,Female,Graduate,Single,28,-17,-27,-48,-19,4985
15289,1,130000,Female,University,Married,48,0,390,780,0,0
15290,0,150000,Female,University,Married,37,94197,94788,94172,93568,93976
15291,0,50000,Female,University,Married,37,26967,25568,33695,31602,30530
15292,0,200000,Female,University,Married,45,0,0,0,0,0
15293,0,180000,Female,University,Married,47,825,0,0,0,0
15294,0,300000,Female,Graduate,Married,43,0,0,-5,-5,-5
15295,1,30000,Female,University,Others,41,9859,10022,8662,8973,7763
15296,0,420000,Female,High_School,Married,44,0,0,5301,5248,0
15297,0,320000,Female,University,Single,42,1070,0,-3,-6,0
15298,0,380000,Female,Graduate,Single,31,72088,69078,68006,67290,64589
15299,0,270000,Female,High_School,Married,43,27933,30600,35322,38846,40451
15300,0,150000,Female,University,Married,40,144053,106285,163836,160672,182832
15301,0,180000,Female,University,Married,46,158914,165845,162838,159823,156874
15302,1,180000,Female,University,Single,29,0,0,0,0,0
15303,1,140000,Female,High_School,Married,41,104099,101702,98319,120069,112191
15304,0,90000,Female,High_School,Married,38,62866,63378,86348,85120,84276
15305,0,100000,Female,University,Married,33,0,0,0,87887,81589
15306,1,60000,Female,University,Married,34,-5,145,145,145,145
15307,0,140000,Female,University,Single,42,40664,38334,63778,91289,103301
15308,0,50000,Female,High_School,Married,43,16826,17257,17039,14421,14673
15309,0,140000,Female,Graduate,Married,39,15506,0,-9,0,0
15310,0,230000,Female,University,Single,31,12933,12517,8521,9690,12699
15311,0,240000,Female,High_School,Single,37,0,0,0,-3,-3
15312,0,180000,Female,Graduate,Married,46,0,0,0,0,0
15313,0,80000,Female,High_School,Married,39,22181,21545,20545,19545,18469
15314,0,150000,Female,Graduate,Married,37,65181,63877,62599,61347,60120
15315,0,300000,Female,Graduate,Single,35,0,0,0,0,0
15316,1,420000,Female,Graduate,Married,45,359388,387870,396543,392049,398362
15317,0,60000,Female,Graduate,Single,31,0,0,0,0,0
15318,0,30000,Female,High_School,Married,48,0,6790,8360,24936,27339
15319,0,210000,Female,Graduate,Single,37,1398,45887,0,0,0
15320,1,170000,Female,University,Single,38,0,0,0,0,0
15321,0,270000,Female,University,Married,44,38957,21411,12396,-12,7815
15322,0,120000,Female,Graduate,Single,39,-72,-72,-72,-72,-72
15323,0,150000,Female,High_School,Single,42,0,-4,25623,24623,29972
15324,1,150000,Female,Graduate,Single,37,0,0,0,0,0
15325,0,240000,Female,University,Married,35,0,-5,0,0,0
15326,0,130000,Female,High_School,Others,43,0,776,0,-396,12292
15327,0,150000,Female,High_School,Married,38,78324,77139,75894,104661,103476
15328,0,20000,Female,Graduate,Married,37,17554,19506,18506,17506,16506
15329,0,390000,Female,Graduate,Single,33,0,0,0,0,0
15330,0,270000,Female,University,Married,39,171813,161957,333386,161709,158354
15331,1,180000,Female,Graduate,Married,45,0,0,0,0,316
15332,0,200000,Female,Graduate,Single,30,26455,52098,61554,67189,54961
15333,0,180000,Female,University,Single,37,0,0,0,0,0
15334,0,330000,Female,Graduate,Single,39,87363,89974,91072,95898,106930
15335,0,140000,Female,Graduate,Single,40,0,0,3817,0,49500
15336,0,220000,Female,University,Married,34,-1,-1,-1,-130,-3
15337,0,400000,Female,Graduate,Married,40,-17,-838,-10,-21,-1024
15338,0,150000,Female,University,Married,36,68967,74700,144127,97183,126681
15339,1,200000,Female,University,Married,36,0,0,0,0,0
15340,0,30000,Female,University,Married,43,27304,26758,25758,24758,0
15341,0,170000,Female,University,Single,30,55140,56768,80252,82175,100497
15342,0,180000,Female,University,Married,30,3886,5480,2146,0,1563
15343,0,300000,Female,University,Married,31,-1,-8,-5,2640,1640
15344,0,100000,Female,University,Single,32,88707,89144,92742,71000,72994
15345,0,500000,Female,Graduate,Married,38,17554,14200,13200,0,60
15346,0,80000,Female,High_School,Married,40,38291,37525,36464,35082,34082
15347,0,60000,Female,University,Single,40,19710,21232,42221,53290,58600
15348,0,50000,Female,University,Married,37,0,19048,19518,20540,21959
15349,0,500000,Female,High_School,Married,48,0,0,4477,5162,0
15350,1,50000,Female,High_School,Others,37,26450,23619,48033,47825,46596
15351,0,160000,Female,High_School,Married,44,2191,1753,2313,-133,-406
15352,0,180000,Female,University,Married,46,0,0,0,0,0
15353,0,520000,Female,Graduate,Married,46,34989,15826,16293,37238,101906
15354,0,160000,Female,Graduate,Married,33,0,0,0,0,0
15355,0,380000,Female,Graduate,Married,35,0,0,0,0,0
15356,0,440000,Female,University,Married,33,-7736,431000,431200,413407,405139
15357,0,280000,Female,Graduate,Single,33,13279,10516,7708,4860,2962
15358,0,130000,Female,University,Married,35,61439,57393,59896,55955,46889
15359,0,250000,Female,University,Married,31,0,0,0,0,0
15360,0,360000,Female,University,Married,39,-8,0,0,0,0
15361,0,470000,Female,University,Single,36,0,157,0,0,-1871
15362,0,330000,Female,University,Married,29,141000,138000,135000,132300,129000
15363,0,240000,Female,University,Married,42,0,0,0,0,0
15364,0,360000,Female,Graduate,Married,48,-6,-7,-15,-15,-15
15365,1,80000,Female,High_School,Single,40,27267,28089,59740,72229,78037
15366,0,280000,Female,Graduate,Single,29,9979,9142,9220,8709,8782
15367,0,60000,Female,Graduate,Married,38,0,0,390,780,0
15368,1,220000,Female,Graduate,Married,44,37962,35729,34334,32813,33661
15369,0,140000,Female,University,Married,45,60243,59374,55971,54549,52444
15370,0,230000,Female,Graduate,Single,29,148600,145628,0,0,1057
15371,0,360000,Female,Graduate,Married,30,-140,-140,-16,-119,-6
15372,0,390000,Female,Graduate,Single,30,104557,121573,131571,138629,148324
15373,0,280000,Female,University,Married,32,14923,14568,13515,12452,11362
15374,0,310000,Female,High_School,Single,32,10227,28125,28845,25003,39444
15375,0,500000,Female,University,Married,33,291149,284756,279632,270534,260025
15376,0,230000,Female,University,Single,39,55450,58511,62395,63502,67251
15377,0,30000,Female,High_School,Married,41,0,0,0,0,0
15378,0,120000,Female,Others,Married,41,-1460,-1460,-1460,-2920,0
15379,0,200000,Female,University,Single,43,0,0,0,0,0
15380,0,390000,Female,Graduate,Single,30,51516,53403,54852,56822,56300
15381,0,200000,Female,Graduate,Single,30,57105,56072,56786,58792,57537
15382,0,600000,Female,University,Married,38,405229,401532,402481,449696,462642
15383,1,20000,Female,High_School,Married,45,22871,23253,23036,23719,20990
15384,0,140000,Female,University,Married,48,47487,45418,43503,41552,40552
15385,1,90000,Female,University,Married,34,0,0,0,0,168
15386,0,20000,Female,High_School,Married,44,8800,8624,7624,6624,5537
15387,0,30000,Female,Others,Married,45,11402,19332,21740,21657,22716
15388,0,250000,Female,Graduate,Single,35,103585,113611,126219,129245,147477
15389,0,350000,Female,University,Single,33,82477,126948,139049,137523,136253
15390,0,150000,Female,University,Married,49,0,-2,-2,2423,-4
15391,0,300000,Female,University,Single,42,99466,100833,104781,102859,104501
15392,1,50000,Female,High_School,Married,53,19893,19218,48000,47000,46000
15393,0,390000,Female,High_School,Married,58,0,0,0,0,-134
15394,0,120000,Female,High_School,Single,53,0,316,0,0,316
15395,0,140000,Female,High_School,Single,53,87729,90498,118918,137899,139061
15396,0,80000,Female,High_School,Married,51,26873,27050,49680,51829,61644
15397,0,50000,Female,High_School,Married,55,41112,11956,8956,7956,22956
15398,1,140000,Female,University,Single,49,0,0,0,0,0
15399,0,330000,Female,University,Married,50,0,0,0,0,0
15400,0,280000,Female,University,Married,49,34000,33000,30000,30529,28000
15401,1,470000,Female,University,Married,49,0,0,0,0,0
15402,0,100000,Female,Others,Married,54,62881,61623,99391,97183,94999
15403,0,160000,Female,High_School,Married,53,89907,92935,107522,118628,118200
15404,0,320000,Female,High_School,Married,51,868,0,-4,-5,-14
15405,0,130000,Female,High_School,Married,49,-829,-829,-829,-829,-829
15406,0,50000,Female,High_School,Married,53,42456,41326,42335,41227,40196
15407,0,540000,Female,University,Married,50,64871,64560,64049,63443,63565
15408,0,50000,Female,Others,Single,48,0,780,32956,58320,31816
15409,0,140000,Female,University,Married,48,245232,249909,244418,239464,236595
15410,0,50000,Female,University,Married,53,31319,30017,29844,28756,27730
15411,0,360000,Female,University,Married,69,0,0,0,0,0
15412,0,420000,Female,Graduate,Married,45,247622,0,0,-10,0
15413,0,360000,Female,Graduate,Married,51,-2,-3,-3,-3,-3
15414,1,110000,Female,High_School,Married,63,0,0,0,0,0
15415,0,170000,Female,Graduate,Married,52,0,0,411,2447,0
15416,0,350000,Female,Graduate,Others,53,0,0,0,0,-6
15417,0,240000,Female,University,Married,56,198245,141082,138270,135394,130285
15418,0,240000,Female,University,Single,51,0,0,0,0,0
15419,0,80000,Female,University,Married,57,0,0,0,0,0
15420,0,60000,Female,High_School,Married,59,0,0,0,0,0
15421,1,220000,Female,University,Married,53,202225,203080,207040,215093,215192
15422,0,500000,Female,Graduate,Single,54,162868,179130,193471,229679,234971
15423,0,20000,Male,University,Single,24,11195,10195,8695,15670,13837
15424,1,360000,Male,University,Married,27,7844,61437,61161,156843,236583
15425,0,300000,Female,University,Married,53,0,0,7690,6454,5454
15426,1,60000,Male,University,Single,38,-41,-41,-41,15256,49280
15427,1,360000,Male,University,Married,30,0,2500,2500,2500,2500
